Date,Open,High,Low,Close,Adj Close,Volume
2011-01-07,28.164444666666665,28.397777666666666,27.98000011111111,28.284444444444446,21.899963111111113,73762000
2011-01-10,28.16777811111111,28.41999977777778,27.978889,28.319999888888887,21.927492666666666,57573600
2011-01-11,28.192222444444443,28.483333111111115,28.01111111111111,28.383333222222223,21.97653011111111,50298900
2011-01-12,28.25444455555556,28.557777555555553,28.06666666666667,28.435555333333337,22.016963999999998,52631100
2011-01-13,28.305555555555557,28.52444411111111,28.096666444444445,28.383333111111114,21.97652822222222,67077600
2011-01-14,28.278889,28.489999666666662,28.07111088888889,28.318888666666666,21.926630777777778,62688400
2011-01-18,28.252222333333336,28.507777333333333,28.065555222222223,28.336666444444447,21.940395555555554,53322700
2011-01-19,28.24555544444444,28.529999666666665,28.07333322222222,28.374444222222223,21.969646444444447,50005900
2011-01-20,28.288888666666665,28.574444111111113,28.121111,28.4,21.98943366666667,58613600
2011-01-21,28.335555333333335,28.693333000000003,28.174444333333334,28.47555555555555,22.047934555555557,58080300
2011-01-24,28.426666444444443,28.75444422222222,28.12333333333333,28.414444555555555,22.000617777777776,52047800
2011-01-25,28.38333311111111,28.66111088888889,28.043333444444443,28.31111122222222,21.920609666666664,42436600
2011-01-26,28.309999777777776,28.592221888888886,27.97000022222222,28.257778,21.87931466666667,74628800
2011-01-27,28.246666444444443,28.54333322222222,27.942222444444443,28.212222555555556,21.844042444444444,146938600
2011-01-28,28.198888555555556,28.492222,27.888889222222225,28.171111444444442,21.81221066666667,141249400
2011-01-31,28.16333311111111,28.412222111111113,27.83555588888889,28.103333777777777,21.759732222222222,65029000
2011-02-01,28.125555333333335,28.39999977777778,27.798889222222222,28.075556,21.738224666666664,62810700
2011-02-02,28.07999977777778,28.327777555555556,27.74888911111111,28.020000444444445,21.695208444444443,45824000
2011-02-03,28.017777666666667,28.194444333333333,27.684444666666664,27.92000022222222,21.617780444444445,60340100
2011-02-04,27.90999988888889,28.084444444444443,27.666666888888887,27.892222444444442,21.59627233333333,40412200
2011-02-07,27.90888877777778,28.074444333333336,27.627778,27.83888911111111,21.554977333333333,68980900
2011-02-08,27.84333322222222,27.986666666666665,27.55444466666667,27.754444666666664,21.489593888888887,34904200
2011-02-09,27.744444444444447,27.89999988888889,27.451111555555556,27.645555555555557,21.418993222222223,52905100
2011-02-10,27.642222222222223,27.799999999999997,27.346667,27.575555555555557,21.378533444444443,76672400
2011-02-11,27.561110888888887,27.747777888888887,27.280000333333334,27.513333222222222,21.344191666666667,83939700
2011-02-14,27.486666444444445,27.62222222222222,27.191111333333335,27.386666333333334,21.259876333333334,56766200
2011-02-15,27.33999988888889,27.484444444444442,27.021111444444443,27.198888444444446,21.12800688888889,44116500
2011-02-16,27.155555444444442,27.328889,26.856667,27.045555222222223,21.02280644444444,70817900
2011-02-17,27.012221999999998,27.231111,26.76888911111111,26.964444111111114,20.973616888888884,57207300
2011-02-18,26.917777555555556,27.135555666666665,26.705555777777775,26.88666622222222,20.926896,68667800
2011-02-22,26.86,27.090000222222223,26.656666777777776,26.814443999999998,20.884492666666667,60889000
2011-02-23,26.811110999999997,27.028889222222222,26.567777777777778,26.725555222222223,20.815260777777777,60234100
2011-02-24,26.70666677777778,26.951111555555556,26.505555666666666,26.621110777777776,20.73391433333333,64494200
2011-02-25,26.627778,26.843333666666666,26.424444555555553,26.50888877777778,20.646510111111112,53006300
2011-02-28,26.526666888888887,26.735556,26.29222222222222,26.385555666666665,20.550451555555558,51379900
2011-03-01,26.45444444444444,26.64333377777778,26.18444433333333,26.288888888888888,20.475161333333332,60055000
2011-03-02,26.36999988888889,26.55000033333333,26.097777666666666,26.21333333333333,20.416314333333332,48658200
2011-03-03,26.277777666666665,26.430000444444445,26.004444333333332,26.115555444444443,20.340159222222226,68271500
2011-03-04,26.134444444444444,26.292222444444445,25.876666555555556,25.98888888888889,20.241505888888888,70437200
2011-03-07,25.99222211111111,26.18000011111111,25.74888888888889,25.88888888888889,20.163620555555557,64980400
2011-03-08,25.86888877777778,26.066666666666666,25.66,25.83666677777778,20.122947222222223,50549800
2011-03-09,25.754444222222222,25.966666444444446,25.54444433333333,25.76,20.06323466666667,39789100
2011-03-10,25.638888555555557,25.842222111111113,25.377777666666667,25.60333333333333,19.941214555555554,66549500
2011-03-11,25.50999966666667,25.728888666666666,25.26111111111111,25.473333333333333,19.839963777777776,49905800
2011-03-14,25.391110777777776,25.607777555555558,25.17777777777778,25.371111111111112,19.760348444444443,54473400
2011-03-15,25.325555222222224,25.558888666666668,25.12222222222222,25.306666666666665,19.71015577777778,76067300
2011-03-16,25.268888555555556,25.501110777777782,25.074444444444445,25.24111111111111,19.659097777777774,100725400
2011-03-17,25.22555511111111,25.48999988888889,25.055555555555557,25.255555666666666,19.670347444444445,62497000
2011-03-18,25.246666222222224,25.492222222222225,25.071111,25.27,19.68159722222222,85486700
2011-03-21,25.29555511111111,25.513333444444445,25.097777666666666,25.26222222222222,19.675539,46878100
2011-03-22,25.359999555555557,25.541111222222224,25.139999777777778,25.264444555555556,19.677271333333337,30895600
2011-03-23,25.373333000000002,25.567777777777778,25.208888555555557,25.342222222222222,19.737848555555555,43969000
2011-03-24,25.43333311111111,25.62333333333333,25.29222188888889,25.434444444444445,19.809676111111113,38696700
